"Shipping Amount","Versandbetrag"
"Shipping Discount","Versandrabatt"
"Shipping Including Tax","Versand inkl. Steuern"
"Shipping Method","Versandart"
"Shipping Tax","Versandsteuern"
"State","Bundesland"
"Stock Availability","Lagerverfügbarkeit"
"Stock ID","Artikelnummer"
"Stock Item","Artikel"
"Stock Status","Lagerstatus"
"Store Currency to Order Currency Rate","Umrechnungskurs Shopwährung - Bestellwährung"
"Store Name","Store-Name"
"Street","Straße"
"Subtotal","Zwischensumme"
"Subtotal Including Tax","Zwischensumme inkl. Steuern"
"Tax Amount","Steuerbetrag"
"Tax Name","Steuername"
"Tax Percent","Steueranteil (%)"
"Tax Rate","Steuersatz"
"The ""enable_qty_increments"" field must be set to 0 or 1.","Das Feld ""enable_qty_increments"" muss auf 0 oder 1 gesetzt werden."
"The ""is_decimal_divided"" field must be set to 0 or 1.","Das Feld ""is_decimal_divided"" muss auf 0 oder 1 gesetzt werden."
"The ""is_in_stock"" field must be set to 0 or 1.","Das Feld ""is_in_stock"" muss auf 0 oder 1 gesetzt werden."
"The ""is_qty_decimal"" field must be set to 0 or 1.","Das Feld ""is_qty_decimal"" muss auf 0 oder 1 gesetzt werden."
"The ""is_qty_decimal"" field must be set to 0, 1, or 2.","Das Feld ""is_qty_decimal"" muss auf 0, 1, oder 2 gesetzt werden."
"The ""manage_stock"" field must be set to 0 or 1.","Das Feld ""manage_stock"" muss auf 0 oder 1 gesetzt werden."
"The ""stock_status_changed_auto"" field must be set to 0 or 1.","Das Feld ""stock_status_changed_auto"" muss auf 0 oder 1 gesetzt werden."
"The ""use_config_backorders"" field must be set to 0 or 1.","Das Feld ""use_config_backorders"" muss auf 0 oder 1 gesetzt werden."
"The ""use_config_enable_qty_inc"" field must be set to 0 or 1.","Das Feld ""use_config_enable_qty_inc"" muss auf 0 oder 1 gesetzt werden."
"The ""use_config_manage_stock"" field must be set to 0 or 1.","Das Feld ""use_config_manage_stock"" muss auf 0 oder 1 gesetzt werden."
"The ""use_config_max_sale_qty"" field must be set to 0 or 1.","Das Feld ""use_config_max_sale_qty"" muss auf 0 oder 1 gesetzt werden."
"The ""use_config_min_qty"" field must be set to 0 or 1.","Das Feld ""use_config_min_qty"" muss auf 0 oder 1 gesetzt werden."
"The ""use_config_min_sale_qty"" field must be set to 0 or 1.","Das Feld ""use_config_min_sale_qty"" muss auf 0 oder 1 gesetzt werden."
"The ""use_config_notify_stock_qty"" field must be set to 0 or 1.","Das Feld ""use_config_notify_stock_qty"" muss auf 0 oder 1 gesetzt werden."
"The ""use_config_qty_increments"" field must be set to 0 or 1.","Das Feld ""use_config_qty_increments"" muss auf 0 oder 1 gesetzt werden."
"The attribute rules were saved.","Die Attributregeln wurden gespeichert."
"The role has been saved.","Die Gruppenberechtigung wurde gespeichert."
"The role is a special one and not for assigning it to admin users.","Diese Gruppenberechtigung kann aufgrund ihrer besonderen Bedeutung Admin-Benutzern nicht zugewiesen werden."
"Total Due","Total schuldig"
"Total Paid","Total bezahlt"
"Total Refunded","Gesamterstattung"
"Total Reviews Count","Gesamtanzahl der Kundenmeinungen"
"Type","Typ"
"Update","Aktualisieren"
"Use Config Settings for Allow Gift Message","Konfigurationseinstellungen für Geschenknachricht erlauben verwenden"
"Use Config Settings for Allow Gift Wrapping","Konfigurationseinstellungen für Geschenkverpackung verwenden"
"Use Config Settings for Backorders","Konfigurationseinstellungen für Nachlieferungen verwenden"
"Use Config Settings for Enable Qty Increments","Konfigurationseinstellungen für Verpackungseinheiten verwenden"
"Use Config Settings for Manage Stock","Konfigurationseinstellungen für Lagerverwaltung verwenden"
"Use Config Settings for Maximum Qty Allowed in Shopping Cart","Konfigurationseinstellungen für Höchstbestellmenge im Warenkorb verwenden"
"Use Config Settings for Minimum Qty Allowed in Shopping Cart","Konfigurationseinstellungen für Mindestbestellmenge im Warenkorb verwenden"
"Use Config Settings for Notify for Quantity Below","Konfigurationseinstellungen für Hinweis bei zu geringem Lagerbestand verwenden"
"Use Config Settings for Qty Increments","Konfigurationseinstellungen für VPE verwenden"
"Use Config Settings for Qty for Item's Status to Become Out of Stock","Konfigurationseinstellungen für Stückzahl für ""Nicht auf Lager""-Status verwenden"
"User Type","Kundenart"
"User type ""%s"" no longer exists","Benutzerart ""%s"" existiert nicht länger."
"User type ""%s"" not found.","Benutzerart ""%s"" nicht gefunden."
"Web services","Web Dienste"
"Write","Schreiben"
"ZIP/Postal Code","Postleitzahl"
